scenario,stratum,model,step,log_loss,brier,auc,calibration_intercept,calibration_slope,log_loss_skill,brier_skill
risk_grade_psa_only,all,logistic,1,0.6466712470138519,0.22775085993893524,0.6276957909684646,-2.309855476488056e-05,1.0015305448168237,0.030144787765437497,0.03886854528982264
risk_grade_psa_only,all,logistic,2,0.6425594812444203,0.22592838922227546,0.6377368680816023,-1.2062367587301276e-05,1.0001089043278402,0.03631147212226571,0.04655955436675685
risk_grade_psa_only,all,lightgbm,0,0.6656799609183354,0.23644825716450538,0.5609596245123092,-3.1266140735214127e-06,0.9967164543412474,0.0,0.0
risk_grade_psa_only,all,lightgbm,1,0.6445176831890509,0.2267818592992857,0.6325823738597811,-5.1046927471107306e-05,1.003880565583831,0.03179046835072241,0.040881662572350486
risk_grade_psa_only,all,lightgbm,2,0.6379137265518965,0.2238247658718864,0.6484122230906749,-7.739672866050864e-05,1.0298898892427286,0.04171108640274246,0.05338796506263255
risk_grade_psa_only,low,logistic,0,0.6833174737132685,0.24510468810452696,0.5674850786087738,9.773648514394321e-05,1.004173509800002,0.0,0.0
risk_grade_psa_only,low,logistic,1,0.6825179882344352,0.24464203026325693,0.575185840567227,0.00015668034141471006,0.9868986630667765,0.001170005904413185,0.0018875927867716413
risk_grade_psa_only,low,logistic,2,0.6779646801174203,0.24243544045002502,0.5950679717912712,8.708864590925222e-05,0.9826627625616704,0.00783353829188671,0.010890235005882931
risk_grade_psa_only,low,lightgbm,0,0.6820436041748015,0.2444787844800514,0.5720893883001239,-1.8446722441417106e-05,0.9868530044557737,0.0,0.0
risk_grade_psa_only,low,lightgbm,1,0.6814554058762755,0.24418346599456658,0.5804568235952844,4.2233470486222925e-05,0.9054898245422781,0.0008624057097311733,0.0012079513816010135
risk_grade_psa_only,low,lightgbm,2,0.6745039011773403,0.240810558286812,0.6069402438247993,0.00042709240767732724,0.9578127134526433,0.011054576204967748,0.01500427205182997
risk_grade_psa_only,intermediate,logistic,0,0.6717591535306183,0.23942866997482842,0.5842357342491582,-2.3557141222304255e-06,1.0024371025328291,0.0,0.0
risk_grade_psa_only,intermediate,logistic,1,0.668832727356762,0.23801994912287872,0.5952576619152252,-5.261178509860303e-05,1.0020356488809332,0.004356362184982032,0.005883676554264805
risk_grade_psa_only,intermediate,logistic,2,0.6649150873796477,0.23619768124329085,0.6068061702802066,-4.0164252899100184e-05,0.9978993054449415,0.010188273751090327,0.013494577453390444
risk_grade_psa_only,intermediate,lightgbm,0,0.6709892292060966,0.23907016199772882,0.5843705402036624,6.380767330137942e-05,0.9949383686458553,0.0,0.0
risk_grade_psa_only,intermediate,lightgbm,1,0.6676165134306343,0.2374515761112,0.5981895800469098,-7.021315032835389e-05,0.9767816523413542,0.005026482734235227,0.006770338351735461
risk_grade_psa_only,intermediate,lightgbm,2,0.6614493372371557,0.23457325174718882,0.6164704885638231,1.4701801709075205e-05,1.0156454480851234,0.01421765291259347,0.0188100021055021
risk_grade_psa_only,high,logistic,0,0.5898454516064763,0.20037557625405364,0.5617275123394462,-7.614711114778882e-05,1.0072196326866374,0.0,0.0
risk_grade_psa_only,high,logistic,1,0.5759313851453661,0.19476749372429605,0.6206053933331095,2.0622897220692795e-05,1.001914877188562,0.023589342637489907,0.027987854780500587
risk_grade_psa_only,high,logistic,2,0.5703814865449882,0.19265129142389784,0.6383621446141151,0.0001746987429215789,0.9985331821949868,0.03299841510768098,0.03854903364251483
